<date:hour:url>,Total Event_count
2019-09-13:14:http://example.com/?url=173,1
2019-09-13:14:http://example.com/?url=174,3
2019-09-13:14:http://example.com/?url=175,6
2019-09-13:14:http://example.com/?url=176,3
2019-09-13:14:http://example.com/?url=177,2
2019-09-13:14:http://example.com/?url=179,1
2019-09-13:14:http://example.com/?url=180,2
2019-09-13:14:http://example.com/?url=182,2
2019-09-13:14:http://example.com/?url=183,4
2019-09-13:14:http://example.com/?url=184,1
2019-09-13:14:http://example.com/?url=185,2
2019-09-13:14:http://example.com/?url=187,2
2019-09-13:14:http://example.com/?url=188,1
2019-09-13:14:http://example.com/?url=189,3
2019-09-13:14:http://example.com/?url=190,4
2019-09-13:14:http://example.com/?url=191,3
2019-09-13:14:http://example.com/?url=192,2
2019-09-13:14:http://example.com/?url=193,3
2019-09-13:14:http://example.com/?url=194,6
2019-09-13:14:http://example.com/?url=195,3
2019-09-13:14:http://example.com/?url=196,3
2019-09-13:14:http://example.com/?url=197,4
2019-09-13:14:http://example.com/?url=198,2
2019-09-13:14:http://example.com/?url=199,4
2019-09-13:15:http://example.com/?url=001,1
2019-09-13:15:http://example.com/?url=002,6
2019-09-13:15:http://example.com/?url=003,4
2019-09-13:15:http://example.com/?url=004,5
2019-09-13:15:http://example.com/?url=006,4
2019-09-13:15:http://example.com/?url=007,2
2019-09-13:15:http://example.com/?url=008,2
2019-09-13:15:http://example.com/?url=009,2
2019-09-13:15:http://example.com/?url=010,5
2019-09-13:15:http://example.com/?url=011,1
2019-09-13:15:http://example.com/?url=012,2
2019-09-13:15:http://example.com/?url=013,4
2019-09-13:15:http://example.com/?url=014,1
2019-09-13:15:http://example.com/?url=015,4
2019-09-13:15:http://example.com/?url=016,5
2019-09-13:15:http://example.com/?url=017,3
2019-09-13:15:http://example.com/?url=018,3
2019-09-13:15:http://example.com/?url=020,2
2019-09-13:15:http://example.com/?url=021,1
2019-09-13:15:http://example.com/?url=022,3
2019-09-13:15:http://example.com/?url=023,4
2019-09-13:15:http://example.com/?url=024,2
2019-09-13:15:http://example.com/?url=025,5
2019-09-13:15:http://example.com/?url=026,4
2019-09-13:15:http://example.com/?url=028,3
2019-09-13:15:http://example.com/?url=029,5
2019-09-13:15:http://example.com/?url=031,5
2019-09-13:15:http://example.com/?url=032,1
2019-09-13:15:http://example.com/?url=033,2
2019-09-13:15:http://example.com/?url=034,3
2019-09-13:15:http://example.com/?url=035,5
2019-09-13:15:http://example.com/?url=036,1
2019-09-13:15:http://example.com/?url=037,3
2019-09-13:15:http://example.com/?url=038,4
2019-09-13:15:http://example.com/?url=039,4
2019-09-13:15:http://example.com/?url=040,3
2019-09-13:15:http://example.com/?url=041,2
2019-09-13:15:http://example.com/?url=042,3
2019-09-13:15:http://example.com/?url=043,3
2019-09-13:15:http://example.com/?url=044,2
2019-09-13:15:http://example.com/?url=045,3
2019-09-13:15:http://example.com/?url=046,4
2019-09-13:15:http://example.com/?url=047,1
2019-09-13:15:http://example.com/?url=048,2
2019-09-13:15:http://example.com/?url=049,7
2019-09-13:15:http://example.com/?url=050,1
2019-09-13:15:http://example.com/?url=051,1
2019-09-13:15:http://example.com/?url=052,1
2019-09-13:15:http://example.com/?url=053,6
2019-09-13:15:http://example.com/?url=054,1
2019-09-13:15:http://example.com/?url=055,3
2019-09-13:15:http://example.com/?url=056,1
2019-09-13:15:http://example.com/?url=057,2
2019-09-13:15:http://example.com/?url=058,2
2019-09-13:15:http://example.com/?url=059,5
2019-09-13:15:http://example.com/?url=060,5
2019-09-13:15:http://example.com/?url=061,4
2019-09-13:15:http://example.com/?url=062,4
2019-09-13:15:http://example.com/?url=063,1
2019-09-13:15:http://example.com/?url=064,2
2019-09-13:15:http://example.com/?url=065,1
2019-09-13:15:http://example.com/?url=066,2
2019-09-13:15:http://example.com/?url=067,3
2019-09-13:15:http://example.com/?url=068,3
2019-09-13:15:http://example.com/?url=070,4
2019-09-13:15:http://example.com/?url=071,3
2019-09-13:15:http://example.com/?url=072,3
2019-09-13:15:http://example.com/?url=073,4
2019-09-13:15:http://example.com/?url=074,3
2019-09-13:15:http://example.com/?url=075,3
2019-09-13:15:http://example.com/?url=076,2
2019-09-13:15:http://example.com/?url=077,1
2019-09-13:15:http://example.com/?url=079,1
2019-09-13:15:http://example.com/?url=080,4
2019-09-13:15:http://example.com/?url=081,2
2019-09-13:15:http://example.com/?url=082,4
2019-09-13:15:http://example.com/?url=083,4
2019-09-13:15:http://example.com/?url=084,3
2019-09-13:15:http://example.com/?url=085,2
2019-09-13:15:http://example.com/?url=086,6
2019-09-13:15:http://example.com/?url=087,2
2019-09-13:15:http://example.com/?url=088,5
2019-09-13:15:http://example.com/?url=089,3
2019-09-13:15:http://example.com/?url=090,5
2019-09-13:15:http://example.com/?url=091,1
2019-09-13:15:http://example.com/?url=092,1
2019-09-13:15:http://example.com/?url=093,2
2019-09-13:15:http://example.com/?url=094,6
2019-09-13:15:http://example.com/?url=096,2
2019-09-13:15:http://example.com/?url=097,1
2019-09-13:15:http://example.com/?url=098,1
2019-09-13:15:http://example.com/?url=099,1
2019-09-13:15:http://example.com/?url=100,2
2019-09-13:15:http://example.com/?url=101,1
2019-09-13:15:http://example.com/?url=102,3
2019-09-13:15:http://example.com/?url=103,4
2019-09-13:15:http://example.com/?url=105,7
2019-09-13:15:http://example.com/?url=106,2
2019-09-13:15:http://example.com/?url=107,2
2019-09-13:15:http://example.com/?url=108,4
2019-09-13:15:http://example.com/?url=109,1
2019-09-13:15:http://example.com/?url=110,1
2019-09-13:15:http://example.com/?url=111,3
2019-09-13:15:http://example.com/?url=112,4
2019-09-13:15:http://example.com/?url=113,1
2019-09-13:15:http://example.com/?url=114,1
2019-09-13:15:http://example.com/?url=115,3
2019-09-13:15:http://example.com/?url=116,4
2019-09-13:15:http://example.com/?url=117,3
2019-09-13:15:http://example.com/?url=118,2
2019-09-13:15:http://example.com/?url=119,5
2019-09-13:15:http://example.com/?url=120,5
2019-09-13:15:http://example.com/?url=121,3
2019-09-13:15:http://example.com/?url=122,2
2019-09-13:15:http://example.com/?url=123,3
2019-09-13:15:http://example.com/?url=124,3
2019-09-13:15:http://example.com/?url=125,3
2019-09-13:15:http://example.com/?url=126,3
2019-09-13:15:http://example.com/?url=127,5
2019-09-13:15:http://example.com/?url=128,1
2019-09-13:15:http://example.com/?url=129,6
2019-09-13:15:http://example.com/?url=130,5
2019-09-13:15:http://example.com/?url=131,4
2019-09-13:15:http://example.com/?url=132,5
2019-09-13:15:http://example.com/?url=133,3
2019-09-13:15:http://example.com/?url=135,3
2019-09-13:15:http://example.com/?url=136,4
2019-09-13:15:http://example.com/?url=137,2
2019-09-13:15:http://example.com/?url=138,4
2019-09-13:15:http://example.com/?url=139,3
2019-09-13:15:http://example.com/?url=140,5
2019-09-13:15:http://example.com/?url=141,3
2019-09-13:15:http://example.com/?url=142,5
2019-09-13:15:http://example.com/?url=144,6
2019-09-13:15:http://example.com/?url=145,3
2019-09-13:15:http://example.com/?url=146,3
2019-09-13:15:http://example.com/?url=147,3
2019-09-13:15:http://example.com/?url=148,3
2019-09-13:15:http://example.com/?url=149,2
2019-09-13:15:http://example.com/?url=150,3
2019-09-13:15:http://example.com/?url=151,4
2019-09-13:15:http://example.com/?url=152,4
2019-09-13:15:http://example.com/?url=153,2
2019-09-13:15:http://example.com/?url=154,2
2019-09-13:15:http://example.com/?url=155,4
2019-09-13:15:http://example.com/?url=156,2
2019-09-13:15:http://example.com/?url=157,4
2019-09-13:15:http://example.com/?url=158,2
2019-09-13:15:http://example.com/?url=159,2
2019-09-13:15:http://example.com/?url=160,3
2019-09-13:15:http://example.com/?url=161,1
2019-09-13:15:http://example.com/?url=162,3
2019-09-13:15:http://example.com/?url=163,4
2019-09-13:15:http://example.com/?url=164,3
2019-09-13:15:http://example.com/?url=165,4
2019-09-13:15:http://example.com/?url=166,2
2019-09-13:15:http://example.com/?url=167,2
2019-09-13:15:http://example.com/?url=168,4
2019-09-13:15:http://example.com/?url=169,2
2019-09-13:15:http://example.com/?url=170,2
2019-09-13:15:http://example.com/?url=171,1
2019-09-13:15:http://example.com/?url=172,2
2019-09-13:15:http://example.com/?url=173,2
2019-09-13:15:http://example.com/?url=174,3
2019-09-13:15:http://example.com/?url=175,5
2019-09-13:15:http://example.com/?url=176,5
2019-09-13:15:http://example.com/?url=177,2
2019-09-13:15:http://example.com/?url=178,3
2019-09-13:15:http://example.com/?url=180,3
2019-09-13:15:http://example.com/?url=181,3
2019-09-13:15:http://example.com/?url=182,3
2019-09-13:15:http://example.com/?url=184,4
2019-09-13:15:http://example.com/?url=185,1
2019-09-13:15:http://example.com/?url=186,1
2019-09-13:15:http://example.com/?url=187,6
2019-09-13:15:http://example.com/?url=189,2
2019-09-13:15:http://example.com/?url=190,5
2019-09-13:15:http://example.com/?url=191,2
2019-09-13:15:http://example.com/?url=192,2
2019-09-13:15:http://example.com/?url=193,4
2019-09-13:15:http://example.com/?url=194,3
2019-09-13:15:http://example.com/?url=195,3
2019-09-13:15:http://example.com/?url=196,4
2019-09-13:15:http://example.com/?url=197,1
2019-09-13:15:http://example.com/?url=198,5
2019-09-13:15:http://example.com/?url=199,1
2019-09-13:16:http://example.com/?url=001,3
2019-09-13:16:http://example.com/?url=002,4
2019-09-13:16:http://example.com/?url=003,4
2019-09-13:16:http://example.com/?url=004,2
2019-09-13:16:http://example.com/?url=005,4
2019-09-13:16:http://example.com/?url=006,2
2019-09-13:16:http://example.com/?url=007,5
2019-09-13:16:http://example.com/?url=008,9
2019-09-13:16:http://example.com/?url=009,1
2019-09-13:16:http://example.com/?url=010,1
2019-09-13:16:http://example.com/?url=011,4
2019-09-13:16:http://example.com/?url=012,1
2019-09-13:16:http://example.com/?url=013,1
2019-09-13:16:http://example.com/?url=014,2
2019-09-13:16:http://example.com/?url=015,3
2019-09-13:16:http://example.com/?url=016,4
2019-09-13:16:http://example.com/?url=017,4
2019-09-13:16:http://example.com/?url=018,1
2019-09-13:16:http://example.com/?url=019,3
2019-09-13:16:http://example.com/?url=020,1
2019-09-13:16:http://example.com/?url=021,3
2019-09-13:16:http://example.com/?url=022,4
2019-09-13:16:http://example.com/?url=023,6
2019-09-13:16:http://example.com/?url=024,6
2019-09-13:16:http://example.com/?url=025,1
2019-09-13:16:http://example.com/?url=027,5
2019-09-13:16:http://example.com/?url=028,3
2019-09-13:16:http://example.com/?url=029,5
2019-09-13:16:http://example.com/?url=030,2
2019-09-13:16:http://example.com/?url=031,3
2019-09-13:16:http://example.com/?url=032,2
2019-09-13:16:http://example.com/?url=033,5
2019-09-13:16:http://example.com/?url=034,1
2019-09-13:16:http://example.com/?url=035,1
2019-09-13:16:http://example.com/?url=036,2
2019-09-13:16:http://example.com/?url=037,4
2019-09-13:16:http://example.com/?url=038,3
2019-09-13:16:http://example.com/?url=039,3
2019-09-13:16:http://example.com/?url=040,5
2019-09-13:16:http://example.com/?url=041,1
2019-09-13:16:http://example.com/?url=042,5
2019-09-13:16:http://example.com/?url=043,6
2019-09-13:16:http://example.com/?url=044,3
2019-09-13:16:http://example.com/?url=045,3
2019-09-13:16:http://example.com/?url=046,2
2019-09-13:16:http://example.com/?url=047,4
2019-09-13:16:http://example.com/?url=049,6
2019-09-13:16:http://example.com/?url=050,2
2019-09-13:16:http://example.com/?url=052,1
2019-09-13:16:http://example.com/?url=053,5
2019-09-13:16:http://example.com/?url=054,2
2019-09-13:16:http://example.com/?url=055,1
2019-09-13:16:http://example.com/?url=056,2
2019-09-13:16:http://example.com/?url=057,2
2019-09-13:16:http://example.com/?url=058,3
2019-09-13:16:http://example.com/?url=059,2
2019-09-13:16:http://example.com/?url=060,3
2019-09-13:16:http://example.com/?url=061,3
2019-09-13:16:http://example.com/?url=062,3
2019-09-13:16:http://example.com/?url=063,3
2019-09-13:16:http://example.com/?url=064,4
2019-09-13:16:http://example.com/?url=065,2
2019-09-13:16:http://example.com/?url=066,2
2019-09-13:16:http://example.com/?url=067,3
2019-09-13:16:http://example.com/?url=068,2
2019-09-13:16:http://example.com/?url=069,3
2019-09-13:16:http://example.com/?url=070,3
2019-09-13:16:http://example.com/?url=071,4
2019-09-13:16:http://example.com/?url=072,1
2019-09-13:16:http://example.com/?url=073,2
2019-09-13:16:http://example.com/?url=074,2
2019-09-13:16:http://example.com/?url=075,1
2019-09-13:16:http://example.com/?url=076,2
2019-09-13:16:http://example.com/?url=077,3
2019-09-13:16:http://example.com/?url=078,4
2019-09-13:16:http://example.com/?url=079,4
2019-09-13:16:http://example.com/?url=080,3
2019-09-13:16:http://example.com/?url=081,1
2019-09-13:16:http://example.com/?url=082,2
2019-09-13:16:http://example.com/?url=083,4
2019-09-13:16:http://example.com/?url=084,2
2019-09-13:16:http://example.com/?url=085,3
2019-09-13:16:http://example.com/?url=086,2
2019-09-13:16:http://example.com/?url=087,4
2019-09-13:16:http://example.com/?url=088,5
2019-09-13:16:http://example.com/?url=089,2
2019-09-13:16:http://example.com/?url=090,2
2019-09-13:16:http://example.com/?url=091,3
2019-09-13:16:http://example.com/?url=092,5
2019-09-13:16:http://example.com/?url=093,1
2019-09-13:16:http://example.com/?url=094,3
2019-09-13:16:http://example.com/?url=095,3
2019-09-13:16:http://example.com/?url=096,3
2019-09-13:16:http://example.com/?url=097,3
2019-09-13:16:http://example.com/?url=098,2
2019-09-13:16:http://example.com/?url=099,2
2019-09-13:16:http://example.com/?url=100,2
2019-09-13:16:http://example.com/?url=101,6
2019-09-13:16:http://example.com/?url=102,6
2019-09-13:16:http://example.com/?url=103,3
2019-09-13:16:http://example.com/?url=104,4
2019-09-13:16:http://example.com/?url=107,6
2019-09-13:16:http://example.com/?url=108,3
2019-09-13:16:http://example.com/?url=109,5
2019-09-13:16:http://example.com/?url=110,3
2019-09-13:16:http://example.com/?url=111,4
2019-09-13:16:http://example.com/?url=112,2
2019-09-13:16:http://example.com/?url=113,1
2019-09-13:16:http://example.com/?url=114,4
2019-09-13:16:http://example.com/?url=115,3
2019-09-13:16:http://example.com/?url=116,2
2019-09-13:16:http://example.com/?url=117,3
2019-09-13:16:http://example.com/?url=118,1
2019-09-13:16:http://example.com/?url=119,1
2019-09-13:16:http://example.com/?url=120,1
2019-09-13:16:http://example.com/?url=121,3
2019-09-13:16:http://example.com/?url=122,6
2019-09-13:16:http://example.com/?url=123,1
2019-09-13:16:http://example.com/?url=124,2
2019-09-13:16:http://example.com/?url=125,1
2019-09-13:16:http://example.com/?url=126,3
2019-09-13:16:http://example.com/?url=127,2
2019-09-13:16:http://example.com/?url=128,4
2019-09-13:16:http://example.com/?url=129,2
2019-09-13:16:http://example.com/?url=130,1
2019-09-13:16:http://example.com/?url=131,3
2019-09-13:16:http://example.com/?url=132,6
2019-09-13:16:http://example.com/?url=133,2
2019-09-13:16:http://example.com/?url=134,1
2019-09-13:16:http://example.com/?url=135,2
2019-09-13:16:http://example.com/?url=136,4
2019-09-13:16:http://example.com/?url=137,5
2019-09-13:16:http://example.com/?url=139,3
2019-09-13:16:http://example.com/?url=140,4
2019-09-13:16:http://example.com/?url=141,4
2019-09-13:16:http://example.com/?url=142,2
2019-09-13:16:http://example.com/?url=143,1
2019-09-13:16:http://example.com/?url=144,3
2019-09-13:16:http://example.com/?url=145,1
2019-09-13:16:http://example.com/?url=146,1
2019-09-13:16:http://example.com/?url=148,3
2019-09-13:16:http://example.com/?url=149,3
2019-09-13:16:http://example.com/?url=150,2
2019-09-13:16:http://example.com/?url=151,3
2019-09-13:16:http://example.com/?url=153,1
2019-09-13:16:http://example.com/?url=154,3
2019-09-13:16:http://example.com/?url=155,2
2019-09-13:16:http://example.com/?url=156,2
2019-09-13:16:http://example.com/?url=157,4
2019-09-13:16:http://example.com/?url=158,3
2019-09-13:16:http://example.com/?url=160,5
2019-09-13:16:http://example.com/?url=161,1
2019-09-13:16:http://example.com/?url=162,1
2019-09-13:16:http://example.com/?url=163,1
2019-09-13:16:http://example.com/?url=164,4
2019-09-13:16:http://example.com/?url=165,5
2019-09-13:16:http://example.com/?url=166,5
2019-09-13:16:http://example.com/?url=167,2
2019-09-13:16:http://example.com/?url=168,4
2019-09-13:16:http://example.com/?url=169,1
2019-09-13:16:http://example.com/?url=170,2
2019-09-13:16:http://example.com/?url=171,2
2019-09-13:16:http://example.com/?url=172,4
2019-09-13:16:http://example.com/?url=173,4
2019-09-13:16:http://example.com/?url=174,2
2019-09-13:16:http://example.com/?url=175,2
2019-09-13:16:http://example.com/?url=176,4
2019-09-13:16:http://example.com/?url=177,4
2019-09-13:16:http://example.com/?url=178,9
2019-09-13:16:http://example.com/?url=179,2
2019-09-13:16:http://example.com/?url=180,3
2019-09-13:16:http://example.com/?url=181,4
2019-09-13:16:http://example.com/?url=183,2
2019-09-13:16:http://example.com/?url=184,3
2019-09-13:16:http://example.com/?url=185,4
2019-09-13:16:http://example.com/?url=186,2
2019-09-13:16:http://example.com/?url=187,4
2019-09-13:16:http://example.com/?url=188,2
2019-09-13:16:http://example.com/?url=190,4
2019-09-13:16:http://example.com/?url=191,2
2019-09-13:16:http://example.com/?url=192,6
2019-09-13:16:http://example.com/?url=193,2
2019-09-13:16:http://example.com/?url=194,3
2019-09-13:16:http://example.com/?url=195,4
2019-09-13:16:http://example.com/?url=196,5
2019-09-13:16:http://example.com/?url=197,3
2019-09-13:16:http://example.com/?url=198,4
2019-09-13:17:http://example.com/?url=002,2
2019-09-13:17:http://example.com/?url=003,2
2019-09-13:17:http://example.com/?url=004,4
2019-09-13:17:http://example.com/?url=006,3
2019-09-13:17:http://example.com/?url=007,1
2019-09-13:17:http://example.com/?url=008,3
2019-09-13:17:http://example.com/?url=009,3
2019-09-13:17:http://example.com/?url=010,2
2019-09-13:17:http://example.com/?url=011,3
2019-09-13:17:http://example.com/?url=012,2
2019-09-13:17:http://example.com/?url=013,4
2019-09-13:17:http://example.com/?url=015,4
2019-09-13:17:http://example.com/?url=016,4
2019-09-13:17:http://example.com/?url=017,2
2019-09-13:17:http://example.com/?url=018,1
2019-09-13:17:http://example.com/?url=019,3
2019-09-13:17:http://example.com/?url=020,6
2019-09-13:17:http://example.com/?url=021,2
2019-09-13:17:http://example.com/?url=022,5
2019-09-13:17:http://example.com/?url=023,2
2019-09-13:17:http://example.com/?url=024,2
2019-09-13:17:http://example.com/?url=025,2
2019-09-13:17:http://example.com/?url=026,2
2019-09-13:17:http://example.com/?url=027,1
2019-09-13:17:http://example.com/?url=028,2
2019-09-13:17:http://example.com/?url=029,2
2019-09-13:17:http://example.com/?url=030,3
2019-09-13:17:http://example.com/?url=032,4
2019-09-13:17:http://example.com/?url=033,3
2019-09-13:17:http://example.com/?url=034,2
2019-09-13:17:http://example.com/?url=035,2
2019-09-13:17:http://example.com/?url=036,3
2019-09-13:17:http://example.com/?url=038,3
2019-09-13:17:http://example.com/?url=039,3
2019-09-13:17:http://example.com/?url=040,3
2019-09-13:17:http://example.com/?url=041,4
2019-09-13:17:http://example.com/?url=043,6
2019-09-13:17:http://example.com/?url=044,3
2019-09-13:17:http://example.com/?url=045,2
2019-09-13:17:http://example.com/?url=046,5
2019-09-13:17:http://example.com/?url=047,6
2019-09-13:17:http://example.com/?url=048,3
2019-09-13:17:http://example.com/?url=049,3
2019-09-13:17:http://example.com/?url=050,4
2019-09-13:17:http://example.com/?url=052,2
2019-09-13:17:http://example.com/?url=053,1
2019-09-13:17:http://example.com/?url=054,2
2019-09-13:17:http://example.com/?url=055,3
2019-09-13:17:http://example.com/?url=056,2
2019-09-13:17:http://example.com/?url=057,3
2019-09-13:17:http://example.com/?url=058,5
2019-09-13:17:http://example.com/?url=059,2
2019-09-13:17:http://example.com/?url=060,3
2019-09-13:17:http://example.com/?url=061,2
2019-09-13:17:http://example.com/?url=062,3
2019-09-13:17:http://example.com/?url=063,4
2019-09-13:17:http://example.com/?url=064,3
2019-09-13:17:http://example.com/?url=065,2
2019-09-13:17:http://example.com/?url=066,5
2019-09-13:17:http://example.com/?url=067,3
2019-09-13:17:http://example.com/?url=068,4
2019-09-13:17:http://example.com/?url=069,1
2019-09-13:17:http://example.com/?url=070,4
2019-09-13:17:http://example.com/?url=071,2
2019-09-13:17:http://example.com/?url=073,3
2019-09-13:17:http://example.com/?url=074,2
2019-09-13:17:http://example.com/?url=075,2
2019-09-13:17:http://example.com/?url=076,1
2019-09-13:17:http://example.com/?url=077,4
2019-09-13:17:http://example.com/?url=078,2
2019-09-13:17:http://example.com/?url=079,2
2019-09-13:17:http://example.com/?url=080,3
2019-09-13:17:http://example.com/?url=081,5
2019-09-13:17:http://example.com/?url=082,1
2019-09-13:17:http://example.com/?url=083,2
2019-09-13:17:http://example.com/?url=084,4
2019-09-13:17:http://example.com/?url=085,3
2019-09-13:17:http://example.com/?url=086,6
2019-09-13:17:http://example.com/?url=087,4
2019-09-13:17:http://example.com/?url=088,4
2019-09-13:17:http://example.com/?url=089,3
2019-09-13:17:http://example.com/?url=090,1
2019-09-13:17:http://example.com/?url=091,4
2019-09-13:17:http://example.com/?url=092,2
2019-09-13:17:http://example.com/?url=093,3
2019-09-13:17:http://example.com/?url=094,1
2019-09-13:17:http://example.com/?url=095,2
2019-09-13:17:http://example.com/?url=096,2
2019-09-13:17:http://example.com/?url=097,2
2019-09-13:17:http://example.com/?url=098,3
2019-09-13:17:http://example.com/?url=099,5
2019-09-13:17:http://example.com/?url=100,1
2019-09-13:17:http://example.com/?url=101,2
2019-09-13:17:http://example.com/?url=102,3
2019-09-13:17:http://example.com/?url=103,3
2019-09-13:17:http://example.com/?url=104,2
2019-09-13:17:http://example.com/?url=105,5
2019-09-13:17:http://example.com/?url=106,3
2019-09-13:17:http://example.com/?url=107,3
2019-09-13:17:http://example.com/?url=108,2
2019-09-13:17:http://example.com/?url=109,5
2019-09-13:17:http://example.com/?url=110,3
2019-09-13:17:http://example.com/?url=111,4
2019-09-13:17:http://example.com/?url=112,8
2019-09-13:17:http://example.com/?url=113,6
2019-09-13:17:http://example.com/?url=114,2
2019-09-13:17:http://example.com/?url=116,2
2019-09-13:17:http://example.com/?url=117,5
2019-09-13:17:http://example.com/?url=118,1
2019-09-13:17:http://example.com/?url=119,5
2019-09-13:17:http://example.com/?url=120,2
2019-09-13:17:http://example.com/?url=121,2
2019-09-13:17:http://example.com/?url=122,3
2019-09-13:17:http://example.com/?url=123,2
2019-09-13:17:http://example.com/?url=124,5
2019-09-13:17:http://example.com/?url=125,3
2019-09-13:17:http://example.com/?url=126,2
2019-09-13:17:http://example.com/?url=127,2
2019-09-13:17:http://example.com/?url=128,3
2019-09-13:17:http://example.com/?url=129,3
2019-09-13:17:http://example.com/?url=130,1
2019-09-13:17:http://example.com/?url=131,3
2019-09-13:17:http://example.com/?url=132,2
2019-09-13:17:http://example.com/?url=134,6
2019-09-13:17:http://example.com/?url=135,4
2019-09-13:17:http://example.com/?url=136,4
2019-09-13:17:http://example.com/?url=137,4
2019-09-13:17:http://example.com/?url=138,4
2019-09-13:17:http://example.com/?url=139,5
2019-09-13:17:http://example.com/?url=140,3
2019-09-13:17:http://example.com/?url=141,6
2019-09-13:17:http://example.com/?url=142,1
2019-09-13:17:http://example.com/?url=144,4
2019-09-13:17:http://example.com/?url=145,3
2019-09-13:17:http://example.com/?url=146,3
2019-09-13:17:http://example.com/?url=147,4
2019-09-13:17:http://example.com/?url=148,2
2019-09-13:17:http://example.com/?url=149,3
2019-09-13:17:http://example.com/?url=150,7
2019-09-13:17:http://example.com/?url=151,4
2019-09-13:17:http://example.com/?url=152,4
2019-09-13:17:http://example.com/?url=153,1
2019-09-13:17:http://example.com/?url=154,7
2019-09-13:17:http://example.com/?url=155,4
2019-09-13:17:http://example.com/?url=156,4
2019-09-13:17:http://example.com/?url=157,1
2019-09-13:17:http://example.com/?url=158,3
2019-09-13:17:http://example.com/?url=159,4
2019-09-13:17:http://example.com/?url=160,7
2019-09-13:17:http://example.com/?url=161,5
2019-09-13:17:http://example.com/?url=162,3
2019-09-13:17:http://example.com/?url=163,3
2019-09-13:17:http://example.com/?url=164,1
2019-09-13:17:http://example.com/?url=165,3
2019-09-13:17:http://example.com/?url=166,3
2019-09-13:17:http://example.com/?url=167,5
2019-09-13:17:http://example.com/?url=170,1
2019-09-13:17:http://example.com/?url=171,2
2019-09-13:17:http://example.com/?url=172,2
2019-09-13:17:http://example.com/?url=173,1
2019-09-13:17:http://example.com/?url=174,1
2019-09-13:17:http://example.com/?url=175,3
2019-09-13:17:http://example.com/?url=176,2
2019-09-13:17:http://example.com/?url=177,1
2019-09-13:17:http://example.com/?url=178,3
2019-09-13:17:http://example.com/?url=179,3
2019-09-13:17:http://example.com/?url=180,1
2019-09-13:17:http://example.com/?url=181,4
2019-09-13:17:http://example.com/?url=182,3
2019-09-13:17:http://example.com/?url=183,4
2019-09-13:17:http://example.com/?url=184,3
2019-09-13:17:http://example.com/?url=185,2
2019-09-13:17:http://example.com/?url=186,3
2019-09-13:17:http://example.com/?url=188,2
2019-09-13:17:http://example.com/?url=189,1
2019-09-13:17:http://example.com/?url=190,3
2019-09-13:17:http://example.com/?url=191,4
2019-09-13:17:http://example.com/?url=192,2
2019-09-13:17:http://example.com/?url=193,4
2019-09-13:17:http://example.com/?url=194,2
2019-09-13:17:http://example.com/?url=195,2
2019-09-13:17:http://example.com/?url=196,4
2019-09-13:17:http://example.com/?url=197,3
2019-09-13:17:http://example.com/?url=198,2
2019-09-13:17:http://example.com/?url=199,2
2019-09-13:18:http://example.com/?url=001,5
2019-09-13:18:http://example.com/?url=002,3
2019-09-13:18:http://example.com/?url=003,2
2019-09-13:18:http://example.com/?url=004,6
2019-09-13:18:http://example.com/?url=006,1
2019-09-13:18:http://example.com/?url=007,2
2019-09-13:18:http://example.com/?url=008,2
2019-09-13:18:http://example.com/?url=009,3
2019-09-13:18:http://example.com/?url=010,1
2019-09-13:18:http://example.com/?url=011,3
2019-09-13:18:http://example.com/?url=012,4
2019-09-13:18:http://example.com/?url=013,2
2019-09-13:18:http://example.com/?url=014,3
2019-09-13:18:http://example.com/?url=015,3
2019-09-13:18:http://example.com/?url=016,1
2019-09-13:18:http://example.com/?url=017,3
2019-09-13:18:http://example.com/?url=018,8
2019-09-13:18:http://example.com/?url=019,3
2019-09-13:18:http://example.com/?url=020,6
2019-09-13:18:http://example.com/?url=021,2
2019-09-13:18:http://example.com/?url=022,3
2019-09-13:18:http://example.com/?url=023,5
2019-09-13:18:http://example.com/?url=024,3
2019-09-13:18:http://example.com/?url=025,4
2019-09-13:18:http://example.com/?url=028,4
2019-09-13:18:http://example.com/?url=029,5
2019-09-13:18:http://example.com/?url=030,2
2019-09-13:18:http://example.com/?url=031,4
2019-09-13:18:http://example.com/?url=032,2
2019-09-13:18:http://example.com/?url=033,2
2019-09-13:18:http://example.com/?url=034,6
2019-09-13:18:http://example.com/?url=035,1
2019-09-13:18:http://example.com/?url=036,1
2019-09-13:18:http://example.com/?url=037,3
2019-09-13:18:http://example.com/?url=038,2
2019-09-13:18:http://example.com/?url=039,6
2019-09-13:18:http://example.com/?url=041,2
2019-09-13:18:http://example.com/?url=042,2
2019-09-13:18:http://example.com/?url=043,6
2019-09-13:18:http://example.com/?url=044,6
2019-09-13:18:http://example.com/?url=045,7
2019-09-13:18:http://example.com/?url=046,2
2019-09-13:18:http://example.com/?url=047,2
2019-09-13:18:http://example.com/?url=048,4
2019-09-13:18:http://example.com/?url=049,2
2019-09-13:18:http://example.com/?url=050,5
2019-09-13:18:http://example.com/?url=051,3
2019-09-13:18:http://example.com/?url=052,2
2019-09-13:18:http://example.com/?url=053,4
2019-09-13:18:http://example.com/?url=054,3
2019-09-13:18:http://example.com/?url=055,2
2019-09-13:18:http://example.com/?url=056,2
2019-09-13:18:http://example.com/?url=057,3
